max_trim,max_sem,desv_sem,prom_bim,max_mes_anterior,prom_mes_anterior,prom_sem,max_bim,mejor_gestion,prom_trim,pc_cant_moras_30_ult_12_meses,desv_trim,nro_gestiones,desv_bim,pc_cant_moras_30_ult_3_meses,dh_cant_entradas,pc_tiem_1er_prod_abierto_total,pc_cant_moras_60_ult_12_meses,gestiones_eficaces,pc_transaccional,dh_max_dia_entradas,pc_cupo_entidad,pc_cuotas_como_ppal,dh_val_entradas,pc_cant_moras_90_ult_12_meses,dh_max_dia_salidas,pc_cant_moras_60_ult_3_meses,pc_cuota_tarjeta_de_credito,cp_inicial_menos_saldo,pc_peor_estado_act_cta_aho,dia_pago,cp_cuotas_falta,pcons_tarjeta_de_credito,pc_cifin,gestiones_prod,pcons_vehiculos_sufi,cluster_recod,dh_avg_dia_retiros_d,dmi_max_egreso_diario,cpc_max_proc_deuda,dh_cant_otros_d,pc_cont_30_lt_12m_tot_sf,pc_cant_mora90_ult_12m_total,dmi_max_ingreso_diario,dh_val_otros_d,pc_ingreso_final,dh_cant_pagos_d,dmi_ingreso_total_mes,dh_val_pagos_d,pc_gasto_familiar,pc_cuotas_pagadas,cpc_avg_proc_deuda,cpc_sum_proc_deuda,dc_porc_prod_sin_mora,pc_ingreso_rutina_con_techo,pc_saldo_prom3_tdc_entidad,dh_cant_salidas,dh_min_dia_pagos_d,pc_ingreso_por_rutina,dh_min_dia_pago_tarj_d,cp_nro_cuota,dmi_egreso_total_mes,cp_valor_inicial,dh_max_dia_otros_d,cp_cuota_sobre_saldo,dc_sum_valor_inicial,dh_cant_pago_tarj_d,dh_max_dia_pagos_d,cp_saldo_sobre_inicial,pc_mediana_nom3,cp_esta_cuota_otro,dh_max_dia_retiros_d,dh_avg_dia_entradas,dh_avg_dia_pagos_d,dh_val_salidas,dc_sum_valor_cuota,dh_min_dia_tras_d,cp_porc_valorcuot_ing,pc_ind_ajustado,dh_val_retiros_d,pc_tiem_lt_prod_abie_total,marca_info_cifin_decode,dh_max_dia_pago_tarj_d,dc_valobli_ing,pc_cantidad_tdc_entidad,dh_min_dia_otros_d,dc_cant_obligaciones,cpc_sum_nro_cuota,cpc_avg_nro_cuota,cpc_max_nro_cuota,cp_saldo,cp_cuota_sobre_inicial,cpc_sum_saldo,cp_porc_saldo_ing,gsm_mejor_gestion,dh_min_dia_nomina_c,dh_max_dia_nomina_c,cp_valor_cuota,cpc_nro_cuota_tdc,gsm_prom_dias_gest,pc_cuota_no_rot_ent,dh_val_nomina_c,banca_completa,cpc_saldo_sobre_ing,dh_min_dia_pago_cred_d,cpc_saldo_tdc,pc_cuota_de_consumo,dh_cant_tras_d,dh_max_dia_comisio_d,cpc_avg_saldo,dc_max_saldo_sf,dh_val_pago_tarj_d,pc_productos_no_rotativos_entidad,pc_saldo_no_rot_ent,pc_vi_no_rotativos_entidad,dh_min_dia_entradas,pcons_hipotecario_vivienda,gsm_mejor_gestion_3m,dh_avg_dia_salidas,llave,segmentoestructural,subsegmentoestructural,anhomes_ciclo
12,18,7.974960815,6,12,12,5,12,0,4,1,6.92820323,0,8.485281374,1,7,0,0,0,4978366.959,15,0,0,5603488,0,16,0,0,0,0,3,0,1,0,0,0,6,14.5,3000000,0.605590139,1,0,0,3000000,45876,4978366.959,0,5603488,0,1269483.575,3171528.495,0.420695349,0.420695349,0,4978366.959,0,5,0,4978366.959,0,0,5610581,0,15,0,0,0,0,0,0,0,16,4.88,0,5610581,0,0,0,-188460.1388,5548000,0,0,0,0,0,15,0,296,98.66666667,167,0,0,7235960,0,0,0,0,0,296,0,0,0,0,0.484788959,0,7235960,0,0,15,2411986.667,0,0,0,0,0,1,0,0,7.6,338,PYME,Pyme Pequena,201704
5,5,1.632993162,1.5,3,3,2.666666667,3,0,2.666666667,3,2.516611478,0,2.121320344,0,0,0,2,0,100000,0,0,0,0,1,0,0,0,0,0,24,0,0,0,0,0,16,0,0,0,0,0,0,0,0,100000,0,0,0,50000,145000,0,0,0,100000,0,0,0,100000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-99000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,342,PYME,Pyme Pequena,201610
5,5,1.897366596,3.5,5,5,3,5,0,3.333333333,3,1.527525232,0,2.121320344,0,24,0,2,0,100000,30,0,0,11821707,1,29,0,0,0,0,24,0,0,0,0,0,16,17.35714286,3514000,-0.0131652,1,0,0,3467704,834,100000,3,11821707,38201,50000,145000,-0.0131652,-0.0131652,0,100000,0,23,23,100000,0,0,11414575,0,29,0,0,0,29,0,0,0,29,8.365079365,2.814814815,11414575,0,29,0,-99000,11292275,0,0,0,0,0,29,0,98,98,98,0,0,-65826,0,0,0,0,0,98,0,0,0,0,-0.013919645,23,-65826,0,1,29,-65826,0,0,0,0,0,1,0,0,13.24338624,344,PYME,Pyme Pequena,201612
5,5,1.897366596,4,3,3,3,5,0,3.333333333,1,1.527525232,0,1.414213562,0,23,0,1,0,1190000,31,0,0,13232656,1,29,0,0,0,0,24,0,0,0,0,0,16,17.9375,4016000,-0.0131652,1,0,0,2993037,1668,1011500,2,13232656,38401,595000,145000,-0.0131652,-0.0131652,0,1190000,0,24,26,1190000,0,0,13391101,0,29,0,0,0,29,0,0,0,29,7.928571429,3.055555556,13391101,0,29,0,107797.5,13112552,0,0,0,0,0,29,0,99,99,99,0,0,-65826,0,0,0,0,0,99,0,0,0,0,-0.013919645,26,-65826,0,1,29,-65826,0,0,0,0,0,1,0,0,13.85416667,345,PYME,Pyme Pequena,201701
7,7,2.167948339,5,7,7,4.5,7,0,5.666666667,0,2.309401077,0,2.828427125,0,15,0,0,0,2776038.17,31,0,0,14084841,0,30,0,0,0,0,24,0,0,0,0,0,16,17.07692308,5020000,-0.0131652,1,0,0,5639611,1919,2776038.17,0,14084841,0,825871.3557,145000,-0.0131652,-0.0131652,0,2776038.17,0,17,0,2776038.17,0,0,14091771,0,24,0,0,0,0,0,0,0,30,7.444444444,0,14091771,0,0,0,1249884.98,14056142,0,0,0,0,0,24,0,102,102,102,0,0,-65826,0,0,0,0,0,102,0,0,0,0,-0.013919645,0,-65826,0,0,24,-65826,0,0,0,0,0,1,0,0,9.846153846,348,PYME,Pyme Pequena,201704
7,7,2.228601953,2.5,2,2,4.166666667,3,0,4,0,2.645751311,0,0.707106781,0,19,0,0,0,2776038.17,31,0,0,8531734,0,26,0,0,0,0,24,0,0,0,0,0,16,10.44444444,5020000,-0.0131652,0,0,0,3230270,0,2776038.17,0,8531734,0,825871.3557,145000,-0.0131652,-0.0131652,0,2776038.17,0,10,0,2776038.17,0,0,13016468,0,0,0,0,0,0,0,0,0,26,9.316666667,0,13016468,0,0,0,1249884.98,12992858,0,0,0,0,0,0,0,104,104,104,0,0,-65826,0,0,0,0,0,104,0,0,0,0,-0.013919645,0,-65826,0,0,12,-65826,0,0,0,0,0,1,0,0,4.488888889,350,PYME,Pyme Pequena,201706
2,2,1.154700538,1,2,2,0.666666667,2,0,0.666666667,0,1.154700538,0,1.414213562,0,0,0,0,0,50000000,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,1,6,0,0,0,0,0,0,0,0,50000000,0,0,0,10625000,1347425.34,0,0,0,50000000,0,0,0,50000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27474817.19,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,357,PYME,Pyme Pequena,201609
0,5,2.34520788,0,0,0,1.5,0,0,0,0,0,0,0,0,8,0,0,0,26600000,28,0,0,58410001,0,27,0,0,0,0,14,0,0,0,0,1,6,16.05714286,11044000,0.978815504,12,0,0,26000000,2891426,22610000,9,58410001,3505731,6650000,1345978.34,0.967107876,0.967107876,0,26600000,0,78,2,26600000,0,0,52135165,0,27,0,0,0,24,0,0,0,27,5.321428571,3.40625,52135165,0,3,0,10100269.49,18855898,0,0,0,0,0,1,0,59,19.66666667,22,0,0,128915479.9,0,0,0,0,0,18,0,0,0,0,8.73944003,2,13480279,0,16,24,42971826.63,0,0,0,0,0,2,0,0,10.95505952,359,PYME,Pyme Pequena,201703
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,42174500,31,0,0,38000000,0,31,0,0,0,0,15,0,0,0,0,0,6,13.97222222,6431015,0.983841787,12,0,0,19000000,5532555,35848325,11,38000000,7505091,10543625,1359873.34,0.980923136,0.980923136,0,42174500,0,73,10,42174500,17,0,37858183,0,27,0,0,1,30,0,0,0,31,5.444444444,6.041666667,37858183,0,1,0,16710820.12,12730823,0,0,17,0,0,1,0,33,16.5,18,0,0,116043207,0,0,0,0,0,0,0,0,0,0,7.866802722,10,0,0,11,20,58021603.48,0,1405394,0,0,0,10,0,0,12.82982604,362,PYME,Pyme Pequena,201611
2,2,0.816496581,0,0,0,0.333333333,0,0,0.666666667,0,1.154700538,0,0,0,4,0,0,0,42174500,31,0,0,38000000,0,31,0,0,0,0,13,0,0,0,0,0,6,13.97222222,6431015,0.983841787,12,0,0,19000000,5532555,35848325,11,38000000,7505091,10543625,1359873.34,0.980923136,0.980923136,0,42174500,0,73,10,42174500,17,0,37858183,0,27,0,0,1,30,0,0,0,31,5.444444444,6.041666667,37858183,0,1,0,16710820.12,12730823,0,0,17,0,0,1,0,33,16.5,18,0,0,116043207,0,0,0,0,0,0,0,0,0,0,7.866802722,10,0,0,11,20,58021603.48,0,1405394,0,0,0,10,1,0,12.82982604,364,PYME,Pyme Pequena,201611
0,3,1.224744871,0,0,0,0.5,0,0,0,0,0,0,0,0,8,0,0,0,26600000,28,0,0,58410001,0,27,0,0,0,0,13,0,0,0,0,0,6,16.05714286,11044000,0.978815504,12,0,0,26000000,2891426,22610000,9,58410001,3505731,6650000,1345978.34,0.967107876,0.967107876,0,26600000,0,78,2,26600000,0,0,52135165,0,27,0,0,0,24,0,0,0,27,5.321428571,3.40625,52135165,0,3,0,10100269.49,18855898,0,0,0,0,0,1,0,59,19.66666667,22,0,0,128915479.9,0,0,0,0,0,18,0,0,0,0,8.73944003,2,13480279,0,16,24,42971826.63,0,0,0,0,0,2,1,0,10.95505952,365,PYME,Pyme Pequena,201703
2,3,1.329160136,1,2,2,0.833333333,2,0,0.666666667,1,1.154700538,0,1.414213562,1,17,0,0,0,8811786.992,31,0,0,40860023,0,31,0,0,0,0,13,0,0,0,0,0,6,16.61290323,7672071,0.977528558,11,0,0,12900003,2616008,8811786.992,9,40860023,3262695,2247005.683,1354695.34,0.974554751,0.974554751,0,8811786.992,0,69,5,8811786.992,0,0,44156094,0,30,0,0,0,26,0,0,0,31,5.1375,5.671428571,44156094,0,2,0,3499486.128,14167619,0,0,0,0,0,2,0,62,20.66666667,23,0,0,129908148.3,0,0,0,0,0,19,0,0,0,0,8.806735018,5,14628624,0,16,16,43302716.08,0,0,0,0,0,5,1,0,12.04408253,366,PYME,Pyme Pequena,201704
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50000000,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,6,0,0,0,0,0,0,0,0,50000000,0,0,0,10625000,1347425.34,0,0,0,50000000,0,0,0,50000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27474817.19,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,369,PYME,Pyme Pequena,201609
5,5,2.041241452,2.5,0,0,0.833333333,5,0,1.666666667,1,2.886751346,0,3.535533906,1,11,0,0,0,8811786.992,30,0,0,83600000,0,29,0,0,0,0,10,0,0,0,0,0,6,15.17647059,20160381,0.978815504,17,0,0,40000000,5811745,8811786.992,11,83600000,2730089,2247005.683,1354695.34,0.965123315,0.965123315,0,8811786.992,0,80,1,8811786.992,0,0,84745982,0,29,0,0,0,24,0,0,0,29,5.064285714,3.755555556,84745982,0,1,0,3499486.128,13435538,0,0,0,0,0,1,0,61,20.33333333,22,0,0,128650937.9,0,0,0,0,0,20,0,0,0,0,8.721506195,1,13215737,0,14,17,42883645.96,0,0,0,0,0,1,1,0,8.988118581,371,PYME,Pyme Pequena,201705
6,6,2.857738033,3,6,6,1.833333333,6,0,3.666666667,1,3.214550254,0,4.242640687,1,4,0,0,0,8811786.992,23,0,0,28402500,0,29,0,0,0,0,10,0,0,0,0,0,6,16.54166667,9150970,0.974917611,9,0,0,14000000,4488693,8811786.992,5,28402500,2109014,2247005.683,1354695.34,0.968265996,0.968265996,0,8811786.992,0,53,3,8811786.992,0,0,28542673,0,28,0,0,0,23,0,0,0,29,4.19047619,2.2,28542673,0,3,0,3499486.128,1657694,0,0,0,0,0,3,0,68,22.66666667,25,0,0,129069857.3,0,0,0,0,0,21,0,0,0,0,8.749905583,3,14113031,0,13,16,43023285.75,0,0,0,0,0,3,1,0,11.41901709,372,PYME,Pyme Pequena,201706
0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,11,0,0,0,8811786.992,30,0,0,83600000,0,29,0,0,0,0,15,0,0,0,0,0,6,15.17647059,20160381,0.978815504,17,0,0,40000000,5811745,8811786.992,11,83600000,2730089,2247005.683,1354695.34,0.965123315,0.965123315,0,8811786.992,0,80,1,8811786.992,0,0,84745982,0,29,0,0,0,24,0,0,0,29,5.064285714,3.755555556,84745982,0,1,0,3499486.128,13435538,0,0,0,0,0,1,0,61,20.33333333,22,0,0,128650937.9,0,0,0,0,0,20,0,0,0,0,8.721506195,1,13215737,0,14,17,42883645.96,0,0,0,0,0,1,0,0,8.988118581,373,PYME,Pyme Pequena,201705
0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,11,0,0,0,8811786.992,30,0,0,83600000,0,29,0,0,0,0,15,0,0,0,0,0,6,15.17647059,20160381,0.978815504,17,0,0,40000000,5811745,8811786.992,11,83600000,2730089,2247005.683,1354695.34,0.965123315,0.965123315,0,8811786.992,0,80,1,8811786.992,0,0,84745982,0,29,0,0,0,24,0,0,0,29,5.064285714,3.755555556,84745982,0,1,0,3499486.128,13435538,0,0,0,0,0,1,0,61,20.33333333,22,0,0,128650937.9,0,0,0,0,0,20,0,0,0,0,8.721506195,1,13215737,0,14,17,42883645.96,0,0,0,0,0,1,0,0,8.988118581,374,PYME,Pyme Pequena,201705
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,55,0,0,0,9350233.602,31,0,0,78430618,0,31,0,0,0,0,28,0,0,0,0,0,6,21.71428571,35906095,0.120609933,15,0,0,34132849,39522281,7947698.562,5,78430618,27048860,2805070.081,765000,0.09045745,0.09045745,0,9350233.602,0,58,11,9350233.602,13,0,78813191,0,31,0,0,2,25,0,0,0,31,7.815952381,4,78813191,0,5,0,2866926.327,7169568,0,0,15,0,0,4,0,26,13,23,0,0,1809149,0,0,0,0,0,26,0,0,0,0,0.089116386,13,1809149,0,7,31,904574.5,0,1850947,0,0,0,3,0,0,11.16190476,377,PYME,Pyme Pequena,201702
9,9,3.674234614,0,0,0,1.5,0,0,3,0,5.196152423,0,0,0,49,0,0,0,20300969.11,30,0,0,52291121,0,30,0,0,0,0,29,0,0,0,0,0,6,17.95652174,19572000,0.025497933,16,0,0,13994076,3390620,20300969.11,7,52291121,32457269,4313955.935,2462463.945,0.01912345,0.01912345,0,20300969.11,0,83,5,20300969.11,15,0,59189511,0,30,0,0,3,28,0,0,0,30,4.062587413,3.818181818,59189511,0,3,0,9431463.475,8691380,0,0,19,0,0,1,0,32,16,26,0,0,382469,0,0,0,0,0,32,0,0,0,0,0.018839938,15,382469,0,11,17,191234.5,0,7884469,0,0,0,1,0,0,9.656171398,378,PYME,Pyme Pequena,201705
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,59384091,31,0,0,102786092,0,31,0,0,0,0,26,0,0,0,0,0,6,16.93548387,15529196,0,10,0,0,33772121,496572,50476477.35,4,102786092,659968,14846022.75,0,0,0,0,59384091,0,67,4,59384091,4,0,82414355,0,30,0,0,1,26,0,0,0,31,8.151607652,2.833333333,82414355,0,4,0,25253084.7,1142723,0,0,4,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,21,13,0,0,226000,0,0,0,1,0,0,8.20890937,383,PYME,Pyme Pequena,201611
6,6,3,0,0,0,1.5,0,0,2,0,3.464101615,0,0,0,97,0,0,0,54885093.5,31,0,0,107397764,0,31,0,0,0,0,26,0,0,0,0,0,6,18.16666667,24956155,0.7577932,11,0,0,13919355,669817,46652329.48,14,107397764,8258370,13721273.38,0,0.7577932,0.7577932,0,54885093.5,0,83,3,54885093.5,3,0,111182076,0,30,0,0,2,30,0,0,0,31,7.607798017,5.448717949,111182076,0,3,0,23339886.01,16287869,0,0,16,0,0,6,0,7,7,7,0,0,3788966,0,0,0,0,0,7,0,0,0,0,0.111440176,3,3788966,0,20,24,3788966,0,1000000,0,0,0,1,0,0,10.92062937,384,PYME,Pyme Pequena,201702
9,9,4.242640687,4.5,9,9,3,9,0,3,0,5.196152423,0,6.363961031,0,83,0,0,0,54885093.5,28,0,0,68636497,0,28,0,0,0,0,26,0,0,0,0,0,6,14.63333333,15383235,0.6398322,6,0,0,9347237,329688,46652329.48,14,68636497,6877437,13721273.38,0,0.6398322,0.6398322,0,54885093.5,0,73,1,54885093.5,13,0,92586666,0,24,0,0,1,27,0,0,0,28,4.300832501,4.553846154,92586666,0,2,0,23339886.01,4423241,0,0,13,0,0,3,0,7,7,7,0,0,3199161,0,0,0,0,0,7,0,0,0,0,0.094092971,7,3199161,0,21,15,3199161,0,677856,0,0,0,1,0,0,8.461538462,385,PYME,Pyme Pequena,201703
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,59384091,31,0,0,102786092,0,31,0,0,0,0,3,0,1,0,0,0,6,16.93548387,15529196,0,10,0,0,33772121,496572,50476477.35,4,102786092,659968,14846022.75,0,0,0,0,59384091,0,67,4,59384091,4,0,82414355,0,30,0,0,1,26,0,0,0,31,8.151607652,2.833333333,82414355,0,4,0,25253084.7,1142723,0,0,4,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,21,13,0,0,226000,0,0,0,1,0,0,8.20890937,386,PYME,Pyme Pequena,201611
18,18,0,18,18,18,18,18,0,18,0,0,0,0,0,89,0,0,0,59384091,30,0,0,71342883,0,30,0,0,0,0,3,0,1,0,0,0,6,17.85294118,16537104,0.986475,9,0,0,8260728,2463500,50476477.35,10,71342883,3967200,14846022.75,0,0.986475,0.986475,0,59384091,0,74,10,59384091,21,0,99548138,0,29,0,0,1,29,0,0,0,30,5.10296879,6.333333333,99548138,0,1,0,25253084.7,17051501,0,0,21,0,0,1,0,4,4,4,0,0,4932375,0,0,0,0,0,4,0,0,0,0,0.145069853,10,4932375,0,20,11,4932375,0,810000,0,0,0,1,0,0,11.47755991,387,PYME,Pyme Pequena,201612
23,23,8.69386757,17,11,11,13.75,23,0,12.33333333,0,10.06644591,0,8.485281374,0,83,0,0,0,54885093.5,28,0,0,68636497,0,28,0,0,0,0,3,0,1,0,0,0,6,14.63333333,15383235,0.6398322,6,0,0,9347237,329688,46652329.48,14,68636497,6877437,13721273.38,0,0.6398322,0.6398322,0,54885093.5,0,73,1,54885093.5,13,0,92586666,0,24,0,0,1,27,0,0,0,28,4.300832501,4.553846154,92586666,0,2,0,23339886.01,4423241,0,0,13,0,0,3,0,7,7,7,0,0,3199161,0,0,0,0,0,7,0,0,0,0,0.094092971,7,3199161,0,21,15,3199161,0,677856,0,0,0,1,0,0,8.461538462,390,PYME,Pyme Pequena,201703
23,23,8.031189202,15.5,20,20,15,20,0,18,1,6.244997998,0,6.363961031,1,87,0,0,0,10836555.37,31,0,0,98716207,0,31,0,0,0,0,3,0,1,0,0,0,6,15.05405405,15983017,0.583275,5,0,0,11908094,294128,10836555.37,10,98716207,4480708,2302768.017,0,0.583275,0.583275,0,10836555.37,0,74,1,10836555.37,0,0,86065798,0,21,0,0,0,25,0,0,0,31,5.232439001,4.824675325,86065798,0,2,0,6217473.646,2883869,0,0,0,0,0,8,0,8,8,8,0,0,2916375,0,0,0,0,0,8,0,0,0,0,0.085775735,3,2916375,0,19,24,2916375,0,0,0,0,0,1,0,0,10.55845695,391,PYME,Pyme Pequena,201704
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31,0,0,0,0,15,0,0,0,0,0,7,12.5,0,0,1,0,0,0,13271,0,3,0,2539097,0,0,0,0,0,0,0,13,2,0,0,0,0,0,16,0,0,0,31,0,0,0,31,0,5.857142857,5205980,0,3,0,0,20740,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,16,0,0,0,0,0,0,0,0,0,12.57142857,395,PYME,Pyme Pequena,201704
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,10030000,7,0,0,88009551,0,12,0,0,0,0,3,0,1,0,0,0,13,5.625,67316321,0,3,0,0,67309551,65942,10030000,1,88009551,167172,2557650,0,0,0,0,10030000,0,23,5,10030000,0,0,107879343,0,4,0,0,0,5,0,0,0,12,2.055555556,0.555555556,107879343,0,4,0,5371065,97027284,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,12,0,0,0,0,0,0,3,0,0,2.747222222,398,PYME,Pyme Pequena,201706
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,16083145,29,0,0,13933031,0,30,0,0,0,0,3,0,1,0,0,0,7,14.52941176,2359400,0.290333,2,0,0,4810298,20130,16083145,11,13933031,2230542,4020786.25,1573997.174,0.226563769,0.226563769,0,16083145,0,42,2,16083145,2,0,12133627,0,28,0,0,3,29,0,0,0,30,7.492424242,3.774891775,12133627,0,1,0,7268300.844,48335,0,0,7,0,0,15,0,99,49.5,54,0,0,2945329,0,0,0,0,0,99,0,0,0,0,0.19209214,4,2945329,0,9,28,1472664.5,0,1189718,0,0,0,5,0,0,10.12099992,400,PYME,Pyme Pequena,201612
12,12,4.915960401,8,4,4,3.833333333,12,0,5.333333333,0,6.110100927,0,5.656854249,0,0,0,0,0,37940660,0,0,0,0,0,0,0,0,0,0,29,0,0,0,0,0,6,0,0,0,0,0,0,0,0,37940660,0,0,0,8062390.25,142100,0,0,0,37940660,0,0,0,37940660,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21640563.68,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,404,PYME,Pyme Pequena,201608
2,2,0.816496581,0,0,0,0.333333333,0,0,0.666666667,1,1.154700538,0,0,0,4,0,0,0,24618409.9,27,0,0,12171855,0,28,0,0,0,0,4,0,0,0,0,0,6,14.8,5522000,0.641685517,5,0,0,5737500,238079,20925648.42,5,12171855,5517765,6154602.475,284200,0.545479796,0.545479796,0,24618409.9,0,30,6,24618409.9,16,0,17497297,0,27,0,0,1,28,0,0,0,28,4.380952381,4.321428571,17497297,0,0,0,10213198.81,11720924,0,0,16,0,0,1,0,232,116,116,0,0,2672851,0,0,0,0,0,232,0,0,0,0,0.07599986,6,2672851,0,0,27,1336425.5,0,200708,0,0,0,7,0,0,10.32142857,407,PYME,Pyme Pequena,201703
14,14,6.145459028,7,14,14,3.833333333,14,0,4.666666667,0,8.082903769,0,9.899494937,0,8,0,0,0,37940660,30,0,0,30599150,0,30,0,0,0,0,15,0,0,0,0,0,6,18.875,5395463,0.44958931,8,0,0,12069800,317484,37940660,9,30599150,5282857,8062390.25,142100,0.34946898,0.34946898,0,37940660,0,40,1,37940660,21,0,18708910,0,30,0,0,1,30,0,0,0,30,6.142857143,5.392857143,18708910,0,0,0,21640563.68,13079048,0,2,21,0,0,1,0,240,120,120,0,0,1712398,0,0,0,0,0,240,0,0,0,0,0.048690334,1,1712398,0,0,30,856199,0,188502,0,0,0,1,0,0,13.21683673,411,PYME,Pyme Pequena,201707
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37940660,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,6,0,0,0,0,0,0,0,0,37940660,0,0,0,8062390.25,142100,0,0,0,37940660,0,0,0,37940660,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21640563.68,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,412,PYME,Pyme Pequena,201607
4,4,1.632993162,2,4,4,0.666666667,4,0,1.333333333,0,2.309401077,0,2.828427125,0,0,0,0,0,37940660,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,6,0,0,0,0,0,0,0,0,37940660,0,0,0,8062390.25,142100,0,0,0,37940660,0,0,0,37940660,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21640563.68,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,413,PYME,Pyme Pequena,201608
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,19285363.22,25,0,0,39081558,0,30,0,0,0,0,5,0,0,0,0,0,6,13.51851852,12048000,0.51459,7,0,0,7244000,179981,19285363.22,9,39081558,7247036,4098139.683,142100,0.401954898,0.401954898,0,19285363.22,0,50,2,19285363.22,17,0,40890670,0,22,0,0,1,30,0,0,0,30,3.359693878,3.946428571,40890670,0,0,0,10937087.15,33435448,0,0,17,0,0,3,0,238,119,119,0,0,1969579,0,0,0,0,0,238,0,0,0,0,0.05600302,2,1969579,0,0,22,984789.5,0,192846,0,0,0,2,0,0,9.081727135,414,PYME,Pyme Pequena,201706
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37940660,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,6,0,0,0,0,0,0,0,0,37940660,0,0,0,8062390.25,142100,0,0,0,37940660,0,0,0,37940660,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21640563.68,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,415,PYME,Pyme Pequena,201607
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,55,0,0,0,23904579.9,31,0,0,57014864,0,31,0,0,0,0,10,0,0,0,0,0,7,15.71428571,11522348,0.823626976,28,0,0,10257019,1099454,23904579.9,2,57014864,3696487,5079723.228,1503863.111,0.840088769,0.840088769,0,23904579.9,0,118,11,23904579.9,0,0,64217571,0,31,0,0,0,19,0,0,0,31,7.922237485,2.5,64217571,0,2,0,12361775.92,196664,0,0,0,0,0,2,0,150,50,56,0,0,84008876.88,0,0,0,0,0,112,0,0,0,0,0.877377231,11,9882449,0,13,31,28002958.96,0,0,0,0,0,1,0,0,10.13028717,420,PYME,Pyme Pequena,201706
